Load Port,Eqp Type (Abrv) in Shipment,ETD,Dsch Port,ETA Dsch Port,Final Dest,ETA Final Dest,Msr (Per Eqp),Unit of Measure,Wgt (Per Eqp),Unit of Measure,PO No.,Item Class,Shipped Qty,PkgCode,Shipped Dtl Qty,PkgCode,Item Shipped Wgt,Unit of Measure,Item Shipped Msr,Unit of Measure
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,52.04,M3,5685.8,KG,,I-Knitwear,300,CTN,4800,PCS,3024,KG,33.01,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,52.04,M3,5685.8,KG,,I-Knitwear,26,CTN,312,PCS,241.8,KG,2.02,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,70,CTN,700,PCS,553,KG,5.78,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,125,CTN,3000,PCS,2250,KG,18.44,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,150,CTN,3600,PCS,2310,KG,26.64,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,50,CTN,500,PCS,400,KG,4.13,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,44,CTN,528,PCS,409.2,KG,3.41,CBM
BANGLADESH - CHITTAGONG,40HC,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,61.57,M3,6303.5,KG,,I-Knitwear,41,CTN,492,PCS,381.3,KG,3.18,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,7,CTN,50,PCS,52.5,KG,0.52,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,19,CTN,190,PCS,142.5,KG,1.41,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,13,CTN,110,PCS,97.5,KG,0.96,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,46,CTN,450,PCS,345,KG,3.41,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,30,CTN,300,PCS,225,KG,2.23,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,5,CTN,45,PCS,37.5,KG,0.37,CBM
BANGLADESH - CHITTAGONG,20FT,07/21/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/25/2016,21,M3,1597.5,KG,,I-Knitwear,93,CTN,1488,PCS,697.5,KG,12.09,CBM
CHINA - XIAMEN,40HC,07/28/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/26/2016,4.542,M3,368,KG,,I-Knitwear,105,CTN,1050,PCS,368,KG,4.542,CBM
CHINA - XIAMEN,40HC,07/28/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/26/2016,4.5,M3,357,KG,,I-Knitwear,105,CTN,1050,PCS,357,KG,4.5,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,63.04,M3,9810.5,KG,,D-Jackets,419,CTN,5005,PCS,5028,KG,30.54,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,63.04,M3,9810.5,KG,,Y-Skirts,225,CTN,4500,PCS,2227.5,KG,16.93,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,63.04,M3,9810.5,KG,,Y-Skirts,207,CTN,5249,PCS,2555,KG,15.57,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,148,CTN,3552,PCS,2072,KG,8.3,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,221,CTN,5288,PCS,3094,KG,11.47,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,168,CTN,3977,PCS,2352,KG,8.72,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,133,CTN,3137,PCS,1862,KG,6.91,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,113,CTN,2712,PCS,1582,KG,6.34,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,172,CTN,4089,PCS,2408,KG,8.93,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,Y-Skirts,136,CTN,3240,PCS,1904,KG,7.05,CBM
CHINA - SHANGHAI,40HC,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,62.59,M3,15849,KG,,F-Sweatshirts,50,CTN,1000,PCS,575,KG,4.87,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,44,CTN,660,PCS,545.6,KG,7.7,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,61,CTN,880,PCS,694.76,KG,8.33,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,44,CTN,660,PCS,506.88,KG,6.33,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,2,CTN,24,PCS,21.35,KG,0.28,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,10,CTN,150,PCS,115.2,KG,1.44,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,10,CTN,150,PCS,130,KG,1.75,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,18,CTN,202,PCS,163.7,KG,2.24,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,1,CTN,16,PCS,12.23,KG,0.14,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,I-Knitwear,41,CTN,773,PCS,284.5,KG,2.58,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,I-Knitwear,26,CTN,446,PCS,167.5,KG,1.92,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,F-Sweatshirts,60,CTN,1200,PCS,840,KG,4.493,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,F-Sweatshirts,60,CTN,1200,PCS,840,KG,4.493,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,F-Sweatshirts,10,CTN,190,PCS,95.5,KG,0.655,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,52,CTN,1040,PCS,426.4,KG,4.9,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,25,CTN,500,PCS,205,KG,2.4,CBM
CHINA - SHANGHAI,40FT,07/23/2016,UK - FELIXSTOWE,08/22/2016,UK Door,08/29/2016,52.851,M3,5372.62,KG,,D-Jackets,27,CTN,540,PCS,324,KG,3.2,CBM
CHINA - YANTIAN,40FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,51.82,M3,6868,KG,,I-Knitwear,506,CTN,4480,PCS,6868,KG,51.82,CBM
CHINA - YANTIAN,40FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,50.69,M3,6496,KG,,I-Knitwear,193,CTN,3088,PCS,2625,KG,20.66,CBM
CHINA - YANTIAN,40FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,50.69,M3,6496,KG,,I-Knitwear,281,CTN,0,PCS,3871,KG,30.03,CBM
CHINA - YANTIAN,20FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,23.02,M3,3453,KG,,I-Knitwear,190,CTN,3040,PCS,1691,KG,10.6,CBM
CHINA - YANTIAN,20FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,23.02,M3,3453,KG,,I-Knitwear,249,CTN,4000,PCS,1320,KG,9.94,CBM
CHINA - YANTIAN,20FT,07/29/2016,UK - SOUTHAMPTON,08/22/2016,UK Door,08/22/2016,23.02,M3,3453,KG,,B-Jeans,46,CTN,994,PCS,442,KG,2.48,CBM
VIETNAM - HAI PHONG,20FT,07/28/2016,UK - FELIXSTOWE,08/24/2016,UK Door,08/27/2016,25,M3,783.46,KG,,A-Accessories,,,568,PCS,783.46,KG,25,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,44,CTN,1056,PCS,365,KG,3.23,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,15,CTN,342,PCS,129,KG,1.1,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,26,CTN,602,PCS,216,KG,1.91,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,55,CTN,1308,PCS,215,KG,4.04,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,31,CTN,693,PCS,257,KG,2.28,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,57,CTN,850,PCS,353,KG,3.53,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,25.8,M3,2524,KG,,I-Knitwear,157,CTN,2350,PCS,989,KG,9.71,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,30,CTN,360,PCS,174,KG,1.54,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,25,CTN,300,PCS,145,KG,1.28,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,18,CTN,250,PCS,104,KG,0.92,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,6,CTN,300,PCS,35,KG,0.31,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,64,CTN,900,PCS,325,KG,4.68,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,115,CTN,1610,PCS,1035,KG,7.25,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,29,CTN,390,PCS,261,KG,1.83,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,B-Jeans,52,CTN,954,PCS,562,KG,4.06,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,B-Jeans,58,CTN,1062,PCS,626,KG,4.53,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,4,CTN,60,PCS,31,KG,0.31,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,14,CTN,240,PCS,119,KG,1.08,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,11,CTN,179,PCS,81,KG,0.85,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,2,CTN,36,PCS,18,KG,0.15,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,131,CTN,2120,PCS,969,KG,8.2,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,59,CTN,880,PCS,437,KG,3.7,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,215,CTN,2150,PCS,1441,KG,13.47,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,63,CTN,750,PCS,422,KG,3.95,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,2,CTN,91,PCS,36,KG,0.21,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,1,CTN,42,PCS,18,KG,0.1,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,4,CTN,104,PCS,40,KG,0.24,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,5,CTN,147,PCS,41,KG,0.39,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,7,CTN,247,PCS,71,KG,0.54,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,6,CTN,104,PCS,87,KG,0.75,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,I-Knitwear,16,CTN,200,PCS,184,KG,1.54,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,Y-Skirts,40,CTN,1232,PCS,348,KG,2.38,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,Y-Skirts,1,CTN,24,PCS,8,KG,0.06,CBM
CHINA - YANTIAN,40HC,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,64.8,M3,7700,KG,,Y-Skirts,8,CTN,280,PCS,82,KG,0.48,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,19.8,M3,2695.4,KG,,B-Jeans,129,CTN,2322,PCS,1265.4,KG,9.29,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,19.8,M3,2695.4,KG,,B-Jeans,146,CTN,2628,PCS,1430,KG,10.51,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,24.41,M3,3081.3,KG,,B-Jeans,159,CTN,2862,PCS,1445.1,KG,11.45,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,24.41,M3,3081.3,KG,,B-Jeans,180,CTN,3240,PCS,1636.2,KG,12.96,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,55,CTN,990,PCS,440,KG,2.405,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,28,CTN,504,PCS,224,KG,1.224,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,M-Tops,7,CTN,126,PCS,84,KG,0.38,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,129,CTN,2358,PCS,1290,KG,8.29,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,67,CTN,1206,PCS,681,KG,3.497,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,118,CTN,2142,PCS,1170,KG,7.52,CBM
CHINA - YANTIAN,20FT,08/02/2016,UK - FELIXSTOWE,08/25/2016,UK Door,08/25/2016,26.14,M3,4386,KG,,B-Jeans,49,CTN,882,PCS,497,KG,2.822,CBM
INDIA - NHAVA SHEVA,LCL,08/05/2016,UK - FELIXSTOWE,08/26/2016,UK Door,08/26/2016,1.029,M3,232,KG,,,59,CTN,600,PCS,,KG,,CBM
INDIA - NHAVA SHEVA,LCL,08/05/2016,UK - FELIXSTOWE,08/26/2016,UK Door,08/26/2016,1.029,M3,232,KG,,,21,CTN,200,PCS,,KG,,CBM
INDIA - NHAVA SHEVA,LCL,08/05/2016,UK - FELIXSTOWE,08/26/2016,UK Door,08/26/2016,1.029,M3,232,KG,,,3,CTN,24,PCS,,KG,,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,F-Sweatshirts,140,CTN,2800,PCS,1318.8,KG,8.4,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,F-Sweatshirts,180,CTN,3600,PCS,1666.8,KG,10.8,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,F-Sweatshirts,150,CTN,3000,PCS,1911,KG,14.4,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,F-Sweatshirts,140,CTN,2800,PCS,1803.2,KG,13.44,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,C-Trousers,180,CTN,3600,PCS,1724.4,KG,10.368,CBM
CAMBODIA - SIHANOUKVILLE,40HC,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,65.472,M3,9771,KG,,C-Trousers,140,CTN,2800,PCS,1346.8,KG,8.064,CBM
CAMBODIA - SIHANOUKVILLE,40FT,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,32.33,M3,6329.8,KG,,Y-Skirts,217,CTN,5200,PCS,2427,KG,12.350772,CBM
CAMBODIA - SIHANOUKVILLE,40FT,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,32.33,M3,6329.8,KG,,Y-Skirts,243,CTN,5744,PCS,2719.7,KG,13.830588,CBM
CAMBODIA - SIHANOUKVILLE,40FT,07/31/2016,UK - FELIXSTOWE,08/27/2016,UK Door,08/30/2016,32.33,M3,6329.8,KG,,Y-Skirts,108,CTN,2496,PCS,1183.1,KG,6.146928,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,48.76,M3,8709.44,KG,,D-Jackets,352,CARTONS,4200,PCS,4224,KG,25.31,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,48.76,M3,8709.44,KG,,D-Jackets,216,CARTONS,3250,PCS,3024,KG,14.83,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,48.76,M3,8709.44,KG,,D-Jackets,25,CARTONS,400,PCS,311,KG,2.84,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,48.76,M3,8709.44,KG,,D-Jackets,117,CARTONS,1796,PCS,1150.44,KG,5.78,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,50.42,M3,10187.53,KG,,D-Jackets,602,CARTONS,9000,PCS,8428,KG,40,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,50.42,M3,10187.53,KG,,D-Jackets,25,CARTONS,400,PCS,225,KG,1.83,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,50.42,M3,10187.53,KG,,D-Jackets,25,CARTONS,400,PCS,256.5,KG,2.25,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,50.42,M3,10187.53,KG,,D-Jackets,129,CARTONS,1996,PCS,1278.03,KG,6.34,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,9.285,M3,919.2,KG,,D-Jackets,24,CARTONS,192,PCS,235.2,KG,2,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,9.285,M3,919.2,KG,,D-Jackets,38,CARTONS,304,PCS,368.6,KG,3.95,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/27/2016,UK Door,09/01/2016,9.285,M3,919.2,KG,,D-Jackets,38,CARTONS,304,PCS,315.4,KG,3.335,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,25,M3,1404,KG,,D-Jackets,,CTN,1404,PCS,1404,KG,25,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,56,BUNDLES,336,PCS,416.08,KG,,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,56,BUNDLES,336,PCS,416.08,KG,,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,31,BUNDLES,186,PCS,230.33,KG,,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,31,BUNDLES,186,PCS,230.33,KG,,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,57,BUNDLES,285,PCS,357.96,KG,,CBM
CHINA - SHANGHAI,20FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,28,M3,1770.1,KG,,D-Jackets,19,BUNDLES,95,PCS,119.32,KG,,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,56,M3,2362,KG,,D-Jackets,416,CTN,416,PCS,244,KG,8.0165175499,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,56,M3,2362,KG,,D-Jackets,520,CTN,520,PCS,304,KG,10.0206469374,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,56,M3,2362,KG,,D-Jackets,520,CTN,520,PCS,324,KG,10.0206469374,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,56,M3,2362,KG,,D-Jackets,960,CTN,960,PCS,1204,KG,18.4996558844,CBM
CHINA - SHANGHAI,40FT,07/29/2016,UK - FELIXSTOWE,08/28/2016,UK Door,09/05/2016,56,M3,2362,KG,,D-Jackets,490,CTN,490,PCS,286,KG,9.442532691,CBM
