BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,4,5,2018-04-05,04/05/2018,2018,4,5,2018-05-02,05/02/2018,27.9065623901,BANGLADESH - CHITTAGONG,2018-04-05,4,2018-05-02,F-Sweatshirts,0,-27,2018-04-05,2018-04-05,26,20,2018-05-01,2018-05-22,-3,-30,2018-04-02,2018-04-02,32,5,2018-05-07,2018-05-07,2018-04-05,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-03-26,59.9991091387,10,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,4,6,2018-04-06,04/06/2018,2018,4,6,2018-05-03,05/03/2018,8.371968717,BANGLADESH - CHITTAGONG,2018-04-06,4,2018-05-03,F-Sweatshirts,-1,-28,2018-04-05,2018-04-05,25,19,2018-05-01,2018-05-22,-4,-31,2018-04-02,2018-04-02,31,4,2018-05-07,2018-05-07,2018-04-06,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-04-05,27.9065623901,1,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,4,15,2018-04-15,04/15/2018,2018,4,15,2018-05-12,05/12/2018,15.3486093145,BANGLADESH - CHITTAGONG,2018-04-15,4,2018-05-12,F-Sweatshirts,-10,-37,2018-04-05,2018-04-05,16,10,2018-05-01,2018-05-22,-13,-5,2018-04-02,2018-05-07,22,16,2018-05-07,2018-05-28,2018-04-15,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-04-06,8.371968717,9,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,4,17,2018-04-17,04/17/2018,2018,4,17,2018-05-14,05/14/2018,6.9766405975,BANGLADESH - CHITTAGONG,2018-04-17,4,2018-05-14,F-Sweatshirts,-12,-39,2018-04-05,2018-04-05,14,8,2018-05-01,2018-05-22,-15,-7,2018-04-02,2018-05-07,20,14,2018-05-07,2018-05-28,2018-04-17,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-04-15,15.3486093145,2,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,4,20,2018-04-20,04/20/2018,2018,4,20,2018-05-17,05/17/2018,239.9964365547,BANGLADESH - CHITTAGONG,2018-04-20,4,2018-05-17,F-Sweatshirts,-15,-42,2018-04-05,2018-04-05,11,5,2018-05-01,2018-05-22,-18,-10,2018-04-02,2018-05-07,17,11,2018-05-07,2018-05-28,2018-04-20,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-04-17,6.9766405975,3,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,5,1,2018-05-01,05/01/2018,2018,5,1,2018-05-28,05/28/2018,32.7902108083,BANGLADESH - CHITTAGONG,2018-05-01,5,2018-05-28,F-Sweatshirts,0,-27,2018-05-01,2018-05-01,21,21,2018-05-22,2018-06-18,-29,0,2018-04-02,2018-05-28,6,91,2018-05-07,2018-08-27,2018-05-01,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-04-20,239.9964365547,11,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,1,2018-06-01,06/01/2018,2018,6,1,2018-06-28,06/28/2018,5.581312478,BANGLADESH - CHITTAGONG,2018-06-01,6,2018-06-28,F-Sweatshirts,-10,-37,2018-05-22,2018-05-22,17,3,2018-06-18,2018-07-01,-4,-31,2018-05-28,2018-05-28,87,60,2018-08-27,2018-08-27,2018-06-01,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-05-01,32.7902108083,31,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,4,2018-06-04,06/04/2018,2018,6,4,2018-07-01,07/01/2018,13.953281195,BANGLADESH - CHITTAGONG,2018-06-04,6,2018-07-01,F-Sweatshirts,-13,-40,2018-05-22,2018-05-22,14,1,2018-06-18,2018-07-02,-7,-34,2018-05-28,2018-05-28,84,57,2018-08-27,2018-08-27,2018-06-04,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-01,5.581312478,3,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,5,2018-06-05,06/05/2018,2018,6,5,2018-07-02,07/02/2018,170.9276946394,BANGLADESH - CHITTAGONG,2018-06-05,6,2018-07-02,F-Sweatshirts,-14,-41,2018-05-22,2018-05-22,13,85,2018-06-18,2018-09-25,-8,-35,2018-05-28,2018-05-28,83,56,2018-08-27,2018-08-27,2018-06-05,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-04,13.953281195,1,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,6,2018-06-06,06/06/2018,2018,6,6,2018-07-03,07/03/2018,23.7205780315,BANGLADESH - CHITTAGONG,2018-06-06,6,2018-07-03,F-Sweatshirts,-15,-42,2018-05-22,2018-05-22,12,84,2018-06-18,2018-09-25,-9,-36,2018-05-28,2018-05-28,82,55,2018-08-27,2018-08-27,2018-06-06,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-05,170.9276946394,1,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,11,2018-06-11,06/11/2018,2018,6,11,2018-07-08,07/08/2018,41.8598435851,BANGLADESH - CHITTAGONG,2018-06-11,6,2018-07-08,F-Sweatshirts,-20,-47,2018-05-22,2018-05-22,7,79,2018-06-18,2018-09-25,-14,-41,2018-05-28,2018-05-28,77,50,2018-08-27,2018-08-27,2018-06-11,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-06,23.7205780315,5,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,15,2018-06-15,06/15/2018,2018,6,15,2018-07-12,07/12/2018,352.3203501747,BANGLADESH - CHITTAGONG,2018-06-15,6,2018-07-12,F-Sweatshirts,-24,-51,2018-05-22,2018-05-22,3,75,2018-06-18,2018-09-25,-18,-45,2018-05-28,2018-05-28,73,46,2018-08-27,2018-08-27,2018-06-15,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-11,41.8598435851,4,27
BANGLADESH - CHITTAGONG,F-Sweatshirts,2018,6,18,2018-06-18,06/18/2018,2018,6,18,2018-07-15,07/15/2018,27.2088983303,BANGLADESH - CHITTAGONG,2018-06-18,6,2018-07-15,F-Sweatshirts,0,-27,2018-06-18,2018-06-18,13,72,2018-07-01,2018-09-25,-21,-48,2018-05-28,2018-05-28,70,43,2018-08-27,2018-08-27,2018-06-18,BANGLADESH - CHITTAGONG,F-Sweatshirts,2018-06-15,352.3203501747,3,27
