Load Port,Eqp Type (Abrv) in Shipment,ETD,Dsch Port,ETA Dsch Port,Final Dest,ETA Final Dest,Msr (Per Eqp),Unit of Measure,Wgt (Per Eqp),Unit of Measure,PO No.,Item Class,Shipped Qty,PkgCode,Shipped Dtl Qty,PkgCode,Item Shipped Wgt,Unit of Measure,Item Shipped Msr,Unit of Measure
CHINA - SHANGHAI,,06/17/2018,,07/16/2018,,,,,,,,M-Tops,,,,,,,42.5575076449,
CHINA - SHANGHAI,,06/17/2018,,07/16/2018,,,,,,,,M-Tops,,,,,,,43.2551717046,
CHINA - SHANGHAI,,06/17/2018,,07/16/2018,,,,,,,,M-Tops,,,,,,,29.9995545693,
CHINA - SHANGHAI,,06/17/2018,,07/16/2018,,,,,,,,M-Tops,,,,,,,23.7205780316,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,21.6275858523,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,25.1159061511,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,32.7902108083,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,34.8832029876,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,25.8135702108,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,18.8369296133,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,16.743937434,
CHINA - SHANGHAI,,07/08/2018,,08/06/2018,,,,,,,,M-Tops,,,,,,,13.2556171353,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,18.8369296133,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,21.6275858523,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,28.6042264498,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,30.6972186291,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,23.0229139718,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,16.743937434,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,20.9299217926,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,21.6275858523,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,14.6509452548,
CHINA - SHANGHAI,,07/22/2018,,08/20/2018,,,,,,,,M-Tops,,,,,,,11.8602890158,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,253.9497177497,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,31.8134811247,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,59.3712114849,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,22.3252499121,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,50.0225130842,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,57.6968177415,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,20.5810897627,
CHINA - SHENZHEN,,07/01/2018,,,,,,,,,,S-Shorts,,,,,,,15.3486093145,
VIETNAM - HAI PHONG,,07/05/2018,,08/05/2018,,,,,,,,Y-Skirts,,,,,,,142.3234681894,
VIETNAM - HAI PHONG,,07/05/2018,,08/05/2018,,,,,,,,D-Jackets,,,,,,,107.4402652018,
VIETNAM - HAI PHONG,,07/05/2018,,08/05/2018,,,,,,,,D-Jackets,,,,,,,137.9979510189,
BANGLADESH - CHITTAGONG,,06/01/2018,,06/28/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,04/16/2018,,05/13/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/01/2018,,03/28/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,03/01/2018,,03/28/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/01/2018,,03/28/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,05/01/2018,,05/28/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,05/01/2018,,05/28/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,05/01/2018,,05/28/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,M-Tops,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,M-Tops,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,M-Tops,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,M-Tops,,,,,,,6.2789765378,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,A-Accessories,,,,,,,13.3951499472,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,I-Knitwear,,,,,,,35.5808670473,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,35.5808670473,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,35.5808670473,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,23.7205780316,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,A-Accessories,,,,,,,37.9529248505,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,23.7205780316,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,F-Sweatshirts,,,,,,,12.5579530755,
UNKNOWN,,02/05/2018,,,,,,,,,,D-Jackets,,,,,,,11.8602890158,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,F-Sweatshirts,,,,,,,23.7205780316,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,23.7205780316,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,A-Accessories,,,,,,,23.7205780316,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,8.9300999648,
UNKNOWN,,02/05/2018,,,,,,,,,,M-Tops,,,,,,,11.8602890158,
CHINA - SHENZHEN,,02/05/2018,,,,,,,,,,M-Tops,,,,,,,11.8602890158,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,S-Shorts,,,,,,,18.8369296133,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,12.5579530755,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,12.5579530755,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,12.5579530755,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,D-Jackets,,,,,,,6.9766405975,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,D-Jackets,,,,,,,6.9766405975,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,M-Tops,,,,,,,6.9766405975,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,M-Tops,,,,,,,6.9766405975,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,D-Jackets,,,,,,,3.4883202988,
CHINA - SHANGHAI,,02/05/2018,,03/06/2018,,,,,,,,D-Jackets,,,,,,,3.4883202988,
VIETNAM - HAI PHONG,,02/05/2018,,03/08/2018,,,,,,,,D-Jackets,,,,,,,3.4883202988,
VIETNAM - HAI PHONG,,02/05/2018,,03/08/2018,,,,,,,,D-Jackets,,,,,,,3.4883202988,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,M-Tops,,,,,,,38.5110560983,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,A-Accessories,,,,,,,41.8598435851,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,M-Tops,,,,,,,27.9065623901,
UNKNOWN,,08/15/2018,,,,,,,,,,M-Tops,,,,,,,33.4878748681,
UNKNOWN,,08/15/2018,,,,,,,,,,M-Tops,,,,,,,22.8833811599,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,M-Tops,,,,,,,100.4636246043,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,M-Tops,,,,,,,21.7671186643,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,M-Tops,,,,,,,50.2318123021,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,M-Tops,,,,,,,55.2549935323,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,M-Tops,,,,,,,55.2549935323,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,A-Accessories,,,,,,,87.068474657,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,M-Tops,,,,,,,25.1159061511,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,A-Accessories,,,,,,,83.7196871702,
BANGLADESH - CHITTAGONG,,08/15/2018,,09/11/2018,,,,,,,,M-Tops,,,,,,,57.7665841475,
CHINA - SHANGHAI,,08/15/2018,,09/13/2018,,,,,,,,M-Tops,,,,,,,60.2781747626,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,0.6976640598,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,11.162624956,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,9.0696327768,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,31.3948826888,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,41.1621795254,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,52.3248044814,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,46.7434920034,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,39.0691873461,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
INDIA - NHAVA SHEVA,,05/27/2018,,06/18/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,14.6509452548,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,18.1392655535,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,23.0229139718,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,20.2322577328,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,18.1392655535,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,15.3486093145,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,10.4649608963,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,8.371968717,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,5.581312478,
INDIA - NHAVA SHEVA,,07/01/2018,,07/23/2018,,,,,,,,Y-Skirts,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,04/15/2018,,05/12/2018,,,,,,,,M-Tops,,,,,,,13.953281195,
BANGLADESH - CHITTAGONG,,04/15/2018,,05/12/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,04/15/2018,,05/12/2018,,,,,,,,M-Tops,,,,,,,23.7205780316,
CHINA - SHENZHEN,,08/06/2018,,,,,,,,,,M-Tops,,,,,,,11.8602890158,
CHINA - SHENZHEN,,08/06/2018,,,,,,,,,,M-Tops,,,,,,,6.9766405975,
BANGLADESH - CHITTAGONG,,08/06/2018,,09/02/2018,,,,,,,,M-Tops,,,,,,,18.8369296133,
BANGLADESH - CHITTAGONG,,08/06/2018,,09/02/2018,,,,,,,,M-Tops,,,,,,,13.953281195,
UNKNOWN,,08/06/2018,,,,,,,,,,D-Jackets,,,,,,,26.5112342706,
UNKNOWN,,08/06/2018,,,,,,,,,,M-Tops,,,,,,,27.9065623901,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,18.1392655535,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,5.581312478,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,03/12/2018,,04/08/2018,,,,,,,,M-Tops,,,,,,,12.5579530755,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,4.1859843585,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,03/05/2018,,04/01/2018,,,,,,,,F-Sweatshirts,,,,,,,5.581312478,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,25.1159061511,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,6.9766405975,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,10.4649608963,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,10.4649608963,
BANGLADESH - CHITTAGONG,,03/26/2018,,04/22/2018,,,,,,,,F-Sweatshirts,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,02/12/2018,,03/11/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,55.8131247801,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,97.6729683653,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,111.6262495603,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,76.7430465727,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,46.0458279436,
BANGLADESH - CHITTAGONG,,07/27/2018,,08/23/2018,,,,,,,,C-Trousers,,,,,,,69.7664059752,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,55.8131247801,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,97.6729683653,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,111.6262495603,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,76.7430465727,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,46.0458279436,
BANGLADESH - CHITTAGONG,,08/10/2018,,09/06/2018,,,,,,,,C-Trousers,,,,,,,55.8131247801,
BANGLADESH - CHITTAGONG,,08/06/2018,,09/02/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
BANGLADESH - CHITTAGONG,,08/06/2018,,09/02/2018,,,,,,,,M-Tops,,,,,,,24.4182420913,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,0.7674304657,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.2557953076,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.7441601494,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.0464960896,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.2557953076,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.1860289016,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,0.4185984359,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,0.6278976538,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,0.3488320299,
CHINA - SHANGHAI,,08/06/2018,,09/04/2018,,,,,,,,M-Tops,,,,,,,1.0464960896,
BANGLADESH - CHITTAGONG,,08/06/2018,,09/02/2018,,,,,,,,M-Tops,,,,,,,34.6041373637,
BANGLADESH - CHITTAGONG,,08/01/2018,,08/28/2018,,,,,,,,F-Sweatshirts,,,,,,,20.9299217926,
BANGLADESH - CHITTAGONG,,08/01/2018,,08/28/2018,,,,,,,,F-Sweatshirts,,,,,,,20.9299217926,
BANGLADESH - CHITTAGONG,,09/03/2018,,09/30/2018,,,,,,,,A-Accessories,,,,,,,11.162624956,
BANGLADESH - CHITTAGONG,,09/03/2018,,09/30/2018,,,,,,,,A-Accessories,,,,,,,13.953281195,
BANGLADESH - CHITTAGONG,,09/03/2018,,09/30/2018,,,,,,,,M-Tops,,,,,,,20.9299217926,
BANGLADESH - CHITTAGONG,,09/03/2018,,09/30/2018,,,,,,,,M-Tops,,,,,,,26.5112342706,
BANGLADESH - CHITTAGONG,,09/03/2018,,09/30/2018,,,,,,,,M-Tops,,,,,,,33.4878748681,
UNKNOWN,,07/02/2018,,,,,,,,,,F-Sweatshirts,,,,,,,10.4649608963,
UNKNOWN,,01/25/2018,,,,,,,,,,F-Sweatshirts,,,,,,,37.6738592266,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,80.2313668715,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,13.2556171353,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,13.2556171353,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,27.9065623901,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,25.1159061511,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,41.8598435851,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,36.9761951668,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,28.6042264498,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,10.4649608963,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,0.7674304657,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,M-Tops,,,,,,,4.8836484183,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,7.6743046573,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,7.6743046573,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,16.743937434,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,15.3486093145,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,25.1159061511,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,22.3252499121,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,17.4416014938,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,6.2789765378,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,4.8836484183,
CHINA - SHENZHEN,,08/12/2018,,,,,,,,,,M-Tops,,,,,,,2.790656239,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,254.6473818094,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,29.9995545693,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,35.5808670473,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,35.5808670473,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,25.8135702108,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,45.3481638839,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,41.1621795254,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,13.953281195,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,39.0691873461,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,23.7205780316,
CHINA - SHENZHEN,,07/22/2018,,,,,,,,,,S-Shorts,,,,,,,13.2556171353,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,2.790656239,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,M-Tops,,,,,,,1.3953281195,
BANGLADESH - CHITTAGONG,,02/05/2018,,03/04/2018,,,,,,,,S-Shorts,,,,,,,1.3953281195,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,260.3682270994,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,282.1353457637,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,160.7417993668,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,104.6496089628,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,118.8819557817,
CHINA - SHANGHAI,,11/06/2018,,12/05/2018,,,,,,,,M-Tops,,,,,,,87.068474657,
INDIA - NHAVA SHEVA,,06/10/2018,,07/02/2018,,,,,,,,M-Tops,,,,,,,9.7672968365,
INDIA - NHAVA SHEVA,,06/10/2018,,07/02/2018,,,,,,,,M-Tops,,,,,,,20.9299217926,
INDIA - NHAVA SHEVA,,06/10/2018,,07/02/2018,,,,,,,,M-Tops,,,,,,,22.3252499121,
INDIA - NHAVA SHEVA,,06/10/2018,,07/02/2018,,,,,,,,M-Tops,,,,,,,16.743937434,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,319.5301393664,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,62.7897653777,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,88.6033355885,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,98.370632425,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,119.3005542176,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,103.2542808433,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,71.8593981544,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,57.2084528997,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,73.2547262739,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,31.3948826888,
CHINA - SHENZHEN,,07/14/2018,,,,,,,,,,M-Tops,,,,,,,20.9299217926,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,319.5301393664,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,25.1159061511,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,23.7205780316,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,61.3944372582,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,71.1617340947,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,36.2785311071,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,36.9761951668,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,5.581312478,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,25.1159061511,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,12.5579530755,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,Y-Skirts,,,,,,,9.0696327768,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,S-Shorts,,,,,,,175.8113430575,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,S-Shorts,,,,,,,13.2556171353,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,S-Shorts,,,,,,,32.7902108083,
CHINA - SHENZHEN,,07/28/2018,,,,,,,,,,S-Shorts,,,,,,,34.1855389278,
