Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETD_Dte,ETD,ETA_Yr,ETD_Day_1,ETD_Mth_1,ETA_Dsch_Port_Dte,ETA_Dsch_Port,Sum_Shipped_Msr,Load_port_1,ETD_Dte_1,mth_ETD,ETA_Dsch_Port_Dte_1,Item_Class_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Prev_ETD,HK_Prev_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,HK_Next_ETD,HK_Next_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Prev_ETD,UK_Prev_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,UK_Next_ETD,UK_Next_ETA,ETD_Dte_2,Load_Port_2,Item_Class_2,prev_ETD_Dte,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
BANGLADESH - CHITTAGONG,I-Knitwear,2016,4,27,2016-04-27,04/27/2016,2016,4,27,2016-05-29,05/29/2016,202.28,BANGLADESH - CHITTAGONG,2016-04-27,4,2016-05-26,I-Knitwear,-23,-52,2016-04-04,2016-04-04,4,14,2016-05-01,2016-06-09,-30,-24,2016-03-28,2016-05-02,5,4,2016-05-02,2016-05-30,2016-04-27,BANGLADESH - CHITTAGONG,I-Knitwear,2016-04-08,101.09,19,32
BANGLADESH - CHITTAGONG,I-Knitwear,2016,4,29,2016-04-29,04/29/2016,2016,4,29,2016-05-29,05/29/2016,76.37,BANGLADESH - CHITTAGONG,2016-04-29,4,2016-05-29,I-Knitwear,-25,-55,2016-04-04,2016-04-04,2,11,2016-05-01,2016-06-09,-32,-27,2016-03-28,2016-05-02,3,1,2016-05-02,2016-05-30,2016-04-29,BANGLADESH - CHITTAGONG,I-Knitwear,2016-04-27,202.28,2,30
BANGLADESH - CHITTAGONG,I-Knitwear,2016,4,29,2016-04-29,04/29/2016,2016,4,29,2016-05-29,05/29/2016,76.37,BANGLADESH - CHITTAGONG,2016-04-29,4,2016-05-29,I-Knitwear,-25,-55,2016-04-04,2016-04-04,2,11,2016-05-01,2016-06-09,-32,-27,2016-03-28,2016-05-02,3,1,2016-05-02,2016-05-30,2016-04-29,BANGLADESH - CHITTAGONG,I-Knitwear,2016-04-27,36.97,2,30
BANGLADESH - CHITTAGONG,I-Knitwear,2016,5,6,2016-05-06,05/06/2016,2016,5,6,2016-06-02,06/02/2016,244.88,BANGLADESH - CHITTAGONG,2016-05-06,5,2016-06-02,I-Knitwear,-4,-31,2016-05-02,2016-05-02,8,7,2016-05-14,2016-06-09,-4,-3,2016-05-02,2016-05-30,24,88,2016-05-30,2016-08-29,2016-05-06,BANGLADESH - CHITTAGONG,I-Knitwear,2016-04-29,76.37,7,27
BANGLADESH - CHITTAGONG,I-Knitwear,2016,5,11,2016-05-11,05/11/2016,2016,5,11,2016-06-08,06/08/2016,26.88,BANGLADESH - CHITTAGONG,2016-05-11,5,2016-06-08,I-Knitwear,-9,-37,2016-05-02,2016-05-02,3,1,2016-05-14,2016-06-09,-9,-9,2016-05-02,2016-05-30,19,82,2016-05-30,2016-08-29,2016-05-11,BANGLADESH - CHITTAGONG,I-Knitwear,2016-05-06,244.88,5,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,5,14,2016-05-14,05/14/2016,2016,5,14,2016-06-08,06/08/2016,64.36,BANGLADESH - CHITTAGONG,2016-05-14,5,2016-06-08,I-Knitwear,0,-25,2016-05-14,2016-05-14,26,1,2016-06-09,2016-06-09,-12,-9,2016-05-02,2016-05-30,16,82,2016-05-30,2016-08-29,2016-05-14,BANGLADESH - CHITTAGONG,I-Knitwear,2016-05-11,26.88,3,25
BANGLADESH - CHITTAGONG,I-Knitwear,2016,5,25,2016-05-25,05/25/2016,2016,5,25,2016-06-14,06/14/2016,27.49,BANGLADESH - CHITTAGONG,2016-05-25,5,2016-06-14,I-Knitwear,-11,-31,2016-05-14,2016-05-14,15,17,2016-06-09,2016-07-01,-23,-15,2016-05-02,2016-05-30,5,76,2016-05-30,2016-08-29,2016-05-25,BANGLADESH - CHITTAGONG,I-Knitwear,2016-05-14,64.36,11,20
BANGLADESH - CHITTAGONG,I-Knitwear,2016,5,30,2016-05-30,05/30/2016,2016,5,30,2016-07-05,07/05/2016,270.87,BANGLADESH - CHITTAGONG,2016-05-30,5,2016-07-05,I-Knitwear,-16,-52,2016-05-14,2016-05-14,10,73,2016-06-09,2016-09-16,0,-36,2016-05-30,2016-05-30,91,55,2016-08-29,2016-08-29,2016-05-30,BANGLADESH - CHITTAGONG,I-Knitwear,2016-05-25,27.49,5,36
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,6,2016-06-06,06/06/2016,2016,6,6,2016-06-23,06/23/2016,161.06,BANGLADESH - CHITTAGONG,2016-06-06,6,2016-06-23,I-Knitwear,-23,-40,2016-05-14,2016-05-14,3,8,2016-06-09,2016-07-01,-7,-24,2016-05-30,2016-05-30,84,67,2016-08-29,2016-08-29,2016-06-06,BANGLADESH - CHITTAGONG,I-Knitwear,2016-05-30,270.87,7,17
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,9,2016-06-09,06/09/2016,2016,6,9,2016-07-05,07/05/2016,20.9,BANGLADESH - CHITTAGONG,2016-06-09,6,2016-07-05,I-Knitwear,0,-26,2016-06-09,2016-06-09,22,73,2016-07-01,2016-09-16,-10,-36,2016-05-30,2016-05-30,81,55,2016-08-29,2016-08-29,2016-06-09,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-06,161.06,3,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,9,2016-06-09,06/09/2016,2016,6,9,2016-07-07,07/07/2016,211.48,BANGLADESH - CHITTAGONG,2016-06-09,6,2016-07-05,I-Knitwear,0,-26,2016-06-09,2016-06-09,22,73,2016-07-01,2016-09-16,-10,-36,2016-05-30,2016-05-30,81,55,2016-08-29,2016-08-29,2016-06-09,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-06,161.06,3,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,16,2016-06-16,06/16/2016,2016,6,16,2016-07-07,07/07/2016,84.46,BANGLADESH - CHITTAGONG,2016-06-16,6,2016-07-07,I-Knitwear,-7,-28,2016-06-09,2016-06-09,15,71,2016-07-01,2016-09-16,-17,-38,2016-05-30,2016-05-30,74,53,2016-08-29,2016-08-29,2016-06-16,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-09,211.48,7,21
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,16,2016-06-16,06/16/2016,2016,6,16,2016-07-07,07/07/2016,84.46,BANGLADESH - CHITTAGONG,2016-06-16,6,2016-07-07,I-Knitwear,-7,-28,2016-06-09,2016-06-09,15,71,2016-07-01,2016-09-16,-17,-38,2016-05-30,2016-05-30,74,53,2016-08-29,2016-08-29,2016-06-16,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-09,20.9,7,21
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,18,2016-06-18,06/18/2016,2016,6,18,2016-07-12,07/12/2016,114.33,BANGLADESH - CHITTAGONG,2016-06-18,6,2016-07-12,I-Knitwear,-9,-33,2016-06-09,2016-06-09,13,66,2016-07-01,2016-09-16,-19,-43,2016-05-30,2016-05-30,72,48,2016-08-29,2016-08-29,2016-06-18,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-16,84.46,2,24
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,20,2016-06-20,06/20/2016,2016,6,20,2016-07-12,07/12/2016,23.88,BANGLADESH - CHITTAGONG,2016-06-20,6,2016-07-12,I-Knitwear,-11,-33,2016-06-09,2016-06-09,11,66,2016-07-01,2016-09-16,-21,-43,2016-05-30,2016-05-30,70,48,2016-08-29,2016-08-29,2016-06-20,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-18,114.33,2,22
BANGLADESH - CHITTAGONG,I-Knitwear,2016,6,23,2016-06-23,06/23/2016,2016,6,23,2016-07-19,07/19/2016,40.09,BANGLADESH - CHITTAGONG,2016-06-23,6,2016-07-19,I-Knitwear,-14,-40,2016-06-09,2016-06-09,8,59,2016-07-01,2016-09-16,-24,-50,2016-05-30,2016-05-30,67,41,2016-08-29,2016-08-29,2016-06-23,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-20,23.88,3,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,7,5,2016-07-05,07/05/2016,2016,7,5,2016-07-26,07/26/2016,463.61,BANGLADESH - CHITTAGONG,2016-07-05,7,2016-07-26,I-Knitwear,-4,-25,2016-07-01,2016-07-01,73,52,2016-09-16,2016-09-16,-36,-57,2016-05-30,2016-05-30,55,34,2016-08-29,2016-08-29,2016-07-05,BANGLADESH - CHITTAGONG,I-Knitwear,2016-06-23,40.09,12,21
BANGLADESH - CHITTAGONG,I-Knitwear,2016,7,17,2016-07-17,07/17/2016,2016,7,17,2016-08-14,08/14/2016,155.34,BANGLADESH - CHITTAGONG,2016-07-17,7,2016-08-14,I-Knitwear,-16,-44,2016-07-01,2016-07-01,61,33,2016-09-16,2016-09-16,-48,-76,2016-05-30,2016-05-30,43,15,2016-08-29,2016-08-29,2016-07-17,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-05,463.61,12,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,7,21,2016-07-21,07/21/2016,2016,7,21,2016-08-22,08/22/2016,243.55,BANGLADESH - CHITTAGONG,2016-07-21,7,2016-08-22,I-Knitwear,-20,-52,2016-07-01,2016-07-01,57,25,2016-09-16,2016-09-16,-52,-84,2016-05-30,2016-05-30,39,7,2016-08-29,2016-08-29,2016-07-21,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-17,155.34,4,32
BANGLADESH - CHITTAGONG,I-Knitwear,2016,7,30,2016-07-30,07/30/2016,2016,7,30,2016-08-31,08/31/2016,13.09,BANGLADESH - CHITTAGONG,2016-07-30,7,2016-08-31,I-Knitwear,-29,-61,2016-07-01,2016-07-01,48,16,2016-09-16,2016-09-16,-61,-2,2016-05-30,2016-08-29,30,116,2016-08-29,2016-12-25,2016-07-30,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-21,243.55,9,32
BANGLADESH - CHITTAGONG,I-Knitwear,2016,7,30,2016-07-30,07/30/2016,2016,7,30,2016-08-29,08/29/2016,115.13,BANGLADESH - CHITTAGONG,2016-07-30,7,2016-08-31,I-Knitwear,-29,-61,2016-07-01,2016-07-01,48,16,2016-09-16,2016-09-16,-61,-2,2016-05-30,2016-08-29,30,116,2016-08-29,2016-12-25,2016-07-30,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-21,243.55,9,30
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,3,2016-08-03,08/03/2016,2016,8,3,2016-08-31,08/31/2016,228.66,BANGLADESH - CHITTAGONG,2016-08-03,8,2016-08-31,I-Knitwear,-33,-61,2016-07-01,2016-07-01,44,16,2016-09-16,2016-09-16,-65,-2,2016-05-30,2016-08-29,26,116,2016-08-29,2016-12-25,2016-08-03,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-30,115.13,4,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,3,2016-08-03,08/03/2016,2016,8,3,2016-08-31,08/31/2016,228.66,BANGLADESH - CHITTAGONG,2016-08-03,8,2016-08-31,I-Knitwear,-33,-61,2016-07-01,2016-07-01,44,16,2016-09-16,2016-09-16,-65,-2,2016-05-30,2016-08-29,26,116,2016-08-29,2016-12-25,2016-08-03,BANGLADESH - CHITTAGONG,I-Knitwear,2016-07-30,13.09,4,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,8,2016-08-08,08/08/2016,2016,8,8,2016-09-04,09/04/2016,105.28,BANGLADESH - CHITTAGONG,2016-08-08,8,2016-09-04,I-Knitwear,-38,-65,2016-07-01,2016-07-01,39,12,2016-09-16,2016-09-16,-70,-6,2016-05-30,2016-08-29,21,112,2016-08-29,2016-12-25,2016-08-08,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-03,228.66,5,27
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,13,2016-08-13,08/13/2016,2016,8,13,2016-09-12,09/12/2016,201.13,BANGLADESH - CHITTAGONG,2016-08-13,8,2016-09-12,I-Knitwear,-43,-73,2016-07-01,2016-07-01,34,4,2016-09-16,2016-09-16,-75,-14,2016-05-30,2016-08-29,16,104,2016-08-29,2016-12-25,2016-08-13,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-08,105.28,5,30
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,19,2016-08-19,08/19/2016,2016,8,19,2016-09-19,09/19/2016,88.63,BANGLADESH - CHITTAGONG,2016-08-19,8,2016-09-19,I-Knitwear,-49,-80,2016-07-01,2016-07-01,28,12,2016-09-16,2016-10-01,-81,-21,2016-05-30,2016-08-29,10,97,2016-08-29,2016-12-25,2016-08-19,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-13,201.13,6,31
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,24,2016-08-24,08/24/2016,2016,8,24,2016-09-19,09/19/2016,81.99,BANGLADESH - CHITTAGONG,2016-08-24,8,2016-09-19,I-Knitwear,-54,-80,2016-07-01,2016-07-01,23,12,2016-09-16,2016-10-01,-86,-21,2016-05-30,2016-08-29,5,97,2016-08-29,2016-12-25,2016-08-24,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-19,88.63,5,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,8,29,2016-08-29,08/29/2016,2016,8,29,2016-09-26,09/26/2016,21.29,BANGLADESH - CHITTAGONG,2016-08-29,8,2016-09-26,I-Knitwear,-59,-87,2016-07-01,2016-07-01,18,5,2016-09-16,2016-10-01,0,-28,2016-08-29,2016-08-29,118,90,2016-12-25,2016-12-25,2016-08-29,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-24,81.99,5,28
BANGLADESH - CHITTAGONG,I-Knitwear,2016,9,6,2016-09-06,09/06/2016,2016,9,6,2016-10-03,10/03/2016,193.83,BANGLADESH - CHITTAGONG,2016-09-06,9,2016-10-03,I-Knitwear,-67,-94,2016-07-01,2016-07-01,10,6,2016-09-16,2016-10-09,-8,-35,2016-08-29,2016-08-29,110,83,2016-12-25,2016-12-25,2016-09-06,BANGLADESH - CHITTAGONG,I-Knitwear,2016-08-29,21.29,8,27
BANGLADESH - CHITTAGONG,I-Knitwear,2016,9,7,2016-09-07,09/07/2016,2016,9,7,2016-10-02,10/02/2016,59.55,BANGLADESH - CHITTAGONG,2016-09-07,9,2016-10-02,I-Knitwear,-68,-93,2016-07-01,2016-07-01,9,7,2016-09-16,2016-10-09,-9,-34,2016-08-29,2016-08-29,109,84,2016-12-25,2016-12-25,2016-09-07,BANGLADESH - CHITTAGONG,I-Knitwear,2016-09-06,193.83,1,25
BANGLADESH - CHITTAGONG,I-Knitwear,2016,9,9,2016-09-09,09/09/2016,2016,9,9,2016-10-10,10/10/2016,84.44,BANGLADESH - CHITTAGONG,2016-09-09,9,2016-10-10,I-Knitwear,-70,-101,2016-07-01,2016-07-01,7,76,2016-09-16,2016-12-25,-11,-42,2016-08-29,2016-08-29,107,76,2016-12-25,2016-12-25,2016-09-09,BANGLADESH - CHITTAGONG,I-Knitwear,2016-09-07,59.55,2,31
BANGLADESH - CHITTAGONG,I-Knitwear,2016,9,18,2016-09-18,09/18/2016,2016,9,18,2016-10-18,10/18/2016,134.32,BANGLADESH - CHITTAGONG,2016-09-18,9,2016-10-18,I-Knitwear,-2,-32,2016-09-16,2016-09-16,13,68,2016-10-01,2016-12-25,-20,-50,2016-08-29,2016-08-29,98,68,2016-12-25,2016-12-25,2016-09-18,BANGLADESH - CHITTAGONG,I-Knitwear,2016-09-09,84.44,9,30
BANGLADESH - CHITTAGONG,I-Knitwear,2016,9,28,2016-09-28,09/28/2016,2016,9,28,2016-10-24,10/24/2016,46.82,BANGLADESH - CHITTAGONG,2016-09-28,9,2016-10-24,I-Knitwear,-12,-38,2016-09-16,2016-09-16,3,62,2016-10-01,2016-12-25,-30,-56,2016-08-29,2016-08-29,88,62,2016-12-25,2016-12-25,2016-09-28,BANGLADESH - CHITTAGONG,I-Knitwear,2016-09-18,134.32,10,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,10,6,2016-10-06,10/06/2016,2016,10,6,2016-11-02,11/02/2016,5.56,BANGLADESH - CHITTAGONG,2016-10-06,10,2016-11-02,I-Knitwear,-5,-32,2016-10-01,2016-10-01,3,53,2016-10-09,2016-12-25,-38,-65,2016-08-29,2016-08-29,80,53,2016-12-25,2016-12-25,2016-10-06,BANGLADESH - CHITTAGONG,I-Knitwear,2016-09-28,46.82,8,27
BANGLADESH - CHITTAGONG,I-Knitwear,2016,10,12,2016-10-12,10/12/2016,2016,10,12,2016-11-07,11/07/2016,12.08,BANGLADESH - CHITTAGONG,2016-10-12,10,2016-11-07,I-Knitwear,-2,-28,2016-10-10,2016-10-10,74,48,2016-12-25,2016-12-25,-44,-70,2016-08-29,2016-08-29,74,48,2016-12-25,2016-12-25,2016-10-12,BANGLADESH - CHITTAGONG,I-Knitwear,2016-10-06,5.56,6,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,10,14,2016-10-14,10/14/2016,2016,10,14,2016-11-08,11/08/2016,20.65,BANGLADESH - CHITTAGONG,2016-10-14,10,2016-11-08,I-Knitwear,-4,-29,2016-10-10,2016-10-10,72,47,2016-12-25,2016-12-25,-46,-71,2016-08-29,2016-08-29,72,47,2016-12-25,2016-12-25,2016-10-14,BANGLADESH - CHITTAGONG,I-Knitwear,2016-10-12,12.08,2,25
BANGLADESH - CHITTAGONG,I-Knitwear,2016,10,23,2016-10-23,10/23/2016,2016,10,23,2016-11-18,11/18/2016,20.346,BANGLADESH - CHITTAGONG,2016-10-23,10,2016-11-18,I-Knitwear,-13,-39,2016-10-10,2016-10-10,63,37,2016-12-25,2016-12-25,-55,-81,2016-08-29,2016-08-29,63,37,2016-12-25,2016-12-25,2016-10-23,BANGLADESH - CHITTAGONG,I-Knitwear,2016-10-14,20.65,9,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,11,24,2016-11-24,11/24/2016,2016,11,24,2016-12-16,12/16/2016,7.773,BANGLADESH - CHITTAGONG,2016-11-24,11,2016-12-16,I-Knitwear,-45,-67,2016-10-10,2016-10-10,31,9,2016-12-25,2016-12-25,-87,-109,2016-08-29,2016-08-29,31,9,2016-12-25,2016-12-25,2016-11-24,BANGLADESH - CHITTAGONG,I-Knitwear,2016-10-23,20.346,32,22
BANGLADESH - CHITTAGONG,I-Knitwear,2016,12,19,2016-12-19,12/19/2016,2017,12,19,2017-01-12,01/12/2017,89.33,BANGLADESH - CHITTAGONG,2016-12-19,12,2017-01-12,I-Knitwear,-70,-94,2016-10-10,2016-10-10,6,16,2016-12-25,2017-01-28,-112,-10,2016-08-29,2017-01-02,6,92,2016-12-25,2017-04-14,2016-12-19,BANGLADESH - CHITTAGONG,I-Knitwear,2016-11-24,7.773,25,24
BANGLADESH - CHITTAGONG,I-Knitwear,2016,12,24,2016-12-24,12/24/2016,2017,12,24,2017-01-19,01/19/2017,5.74,BANGLADESH - CHITTAGONG,2016-12-24,12,2017-01-19,I-Knitwear,-75,-101,2016-10-10,2016-10-10,1,9,2016-12-25,2017-01-28,-117,-17,2016-08-29,2017-01-02,1,85,2016-12-25,2017-04-14,2016-12-24,BANGLADESH - CHITTAGONG,I-Knitwear,2016-12-19,89.33,5,26
BANGLADESH - CHITTAGONG,I-Knitwear,2016,12,30,2016-12-30,12/30/2016,2017,12,30,2017-02-07,02/07/2017,23.17,BANGLADESH - CHITTAGONG,2016-12-30,12,2017-02-07,I-Knitwear,-3,-42,2016-12-27,2016-12-27,2,56,2017-01-01,2017-04-04,-3,-36,2016-12-27,2017-01-02,2,66,2017-01-01,2017-04-14,2016-12-30,BANGLADESH - CHITTAGONG,I-Knitwear,2016-12-24,5.74,6,39
BANGLADESH - CHITTAGONG,K-Shirts,2017,1,5,2017-01-05,01/05/2017,2017,1,5,2017-01-30,01/30/2017,80.94,BANGLADESH - CHITTAGONG,2017-01-05,1,2017-01-30,K-Shirts,-3,-28,2017-01-02,2017-01-02,23,1,2017-01-28,2017-01-31,-3,-28,2017-01-02,2017-01-02,99,74,2017-04-14,2017-04-14,2017-01-05,BANGLADESH - CHITTAGONG,K-Shirts,2016-12-29,11.79,7,25
BANGLADESH - CHITTAGONG,K-Shirts,2017,1,9,2017-01-09,01/09/2017,2017,1,9,2017-02-04,02/04/2017,14.17,BANGLADESH - CHITTAGONG,2017-01-09,1,2017-02-04,K-Shirts,-7,-33,2017-01-02,2017-01-02,19,59,2017-01-28,2017-04-04,-7,-33,2017-01-02,2017-01-02,95,69,2017-04-14,2017-04-14,2017-01-09,BANGLADESH - CHITTAGONG,K-Shirts,2017-01-05,80.94,4,26
BANGLADESH - CHITTAGONG,K-Shirts,2017,1,9,2017-01-09,01/09/2017,2017,1,9,2017-02-06,02/06/2017,20.56,BANGLADESH - CHITTAGONG,2017-01-09,1,2017-02-04,K-Shirts,-7,-33,2017-01-02,2017-01-02,19,59,2017-01-28,2017-04-04,-7,-33,2017-01-02,2017-01-02,95,69,2017-04-14,2017-04-14,2017-01-09,BANGLADESH - CHITTAGONG,K-Shirts,2017-01-05,80.94,4,28
BANGLADESH - CHITTAGONG,K-Shirts,2017,1,17,2017-01-17,01/17/2017,2017,1,17,2017-02-09,02/09/2017,33.37,BANGLADESH - CHITTAGONG,2017-01-17,1,2017-02-09,K-Shirts,-15,-38,2017-01-02,2017-01-02,11,54,2017-01-28,2017-04-04,-15,-38,2017-01-02,2017-01-02,87,64,2017-04-14,2017-04-14,2017-01-17,BANGLADESH - CHITTAGONG,K-Shirts,2017-01-09,20.56,8,23
BANGLADESH - CHITTAGONG,K-Shirts,2017,1,17,2017-01-17,01/17/2017,2017,1,17,2017-02-09,02/09/2017,33.37,BANGLADESH - CHITTAGONG,2017-01-17,1,2017-02-09,K-Shirts,-15,-38,2017-01-02,2017-01-02,11,54,2017-01-28,2017-04-04,-15,-38,2017-01-02,2017-01-02,87,64,2017-04-14,2017-04-14,2017-01-17,BANGLADESH - CHITTAGONG,K-Shirts,2017-01-09,14.17,8,23
BANGLADESH - CHITTAGONG,K-Shirts,2017,2,11,2017-02-11,02/11/2017,2017,2,11,2017-03-10,03/10/2017,13.5,BANGLADESH - CHITTAGONG,2017-02-11,2,2017-03-10,K-Shirts,-11,-38,2017-01-31,2017-01-31,52,25,2017-04-04,2017-04-04,-40,-67,2017-01-02,2017-01-02,62,35,2017-04-14,2017-04-14,2017-02-11,BANGLADESH - CHITTAGONG,K-Shirts,2017-01-17,33.37,25,27
BANGLADESH - CHITTAGONG,K-Shirts,2017,3,3,2017-03-03,03/03/2017,2017,3,3,2017-04-04,04/04/2017,7.31,BANGLADESH - CHITTAGONG,2017-03-03,3,2017-04-04,K-Shirts,-31,-63,2017-01-31,2017-01-31,32,10,2017-04-04,2017-04-14,-60,-92,2017-01-02,2017-01-02,42,10,2017-04-14,2017-04-14,2017-03-03,BANGLADESH - CHITTAGONG,K-Shirts,2017-02-11,13.5,20,32
BANGLADESH - CHITTAGONG,K-Shirts,2016,5,14,2016-05-14,05/14/2016,2016,5,14,2016-06-08,06/08/2016,24.73,BANGLADESH - CHITTAGONG,2016-05-14,5,2016-06-08,K-Shirts,0,-25,2016-05-14,2016-05-14,26,1,2016-06-09,2016-06-09,-12,-9,2016-05-02,2016-05-30,16,82,2016-05-30,2016-08-29,,,,,,,25
BANGLADESH - CHITTAGONG,K-Shirts,2016,5,25,2016-05-25,05/25/2016,2016,5,25,2016-06-14,06/14/2016,17.22,BANGLADESH - CHITTAGONG,2016-05-25,5,2016-06-14,K-Shirts,-11,-31,2016-05-14,2016-05-14,15,17,2016-06-09,2016-07-01,-23,-15,2016-05-02,2016-05-30,5,76,2016-05-30,2016-08-29,2016-05-25,BANGLADESH - CHITTAGONG,K-Shirts,2016-05-14,24.73,11,20
BANGLADESH - CHITTAGONG,K-Shirts,2016,5,30,2016-05-30,05/30/2016,2016,5,30,2016-07-05,07/05/2016,23.5,BANGLADESH - CHITTAGONG,2016-05-30,5,2016-07-05,K-Shirts,-16,-52,2016-05-14,2016-05-14,10,73,2016-06-09,2016-09-16,0,-36,2016-05-30,2016-05-30,91,55,2016-08-29,2016-08-29,2016-05-30,BANGLADESH - CHITTAGONG,K-Shirts,2016-05-25,17.22,5,36
BANGLADESH - CHITTAGONG,K-Shirts,2016,6,9,2016-06-09,06/09/2016,2016,6,9,2016-07-07,07/07/2016,7.68,BANGLADESH - CHITTAGONG,2016-06-09,6,2016-07-07,K-Shirts,0,-28,2016-06-09,2016-06-09,22,71,2016-07-01,2016-09-16,-10,-38,2016-05-30,2016-05-30,81,53,2016-08-29,2016-08-29,2016-06-09,BANGLADESH - CHITTAGONG,K-Shirts,2016-05-30,23.5,10,28
BANGLADESH - CHITTAGONG,K-Shirts,2016,6,23,2016-06-23,06/23/2016,2016,6,23,2016-07-19,07/19/2016,26.9,BANGLADESH - CHITTAGONG,2016-06-23,6,2016-07-19,K-Shirts,-14,-40,2016-06-09,2016-06-09,8,59,2016-07-01,2016-09-16,-24,-50,2016-05-30,2016-05-30,67,41,2016-08-29,2016-08-29,2016-06-23,BANGLADESH - CHITTAGONG,K-Shirts,2016-06-09,7.68,14,26
BANGLADESH - CHITTAGONG,K-Shirts,2016,7,5,2016-07-05,07/05/2016,2016,7,5,2016-07-26,07/26/2016,41.04,BANGLADESH - CHITTAGONG,2016-07-05,7,2016-07-26,K-Shirts,-4,-25,2016-07-01,2016-07-01,73,52,2016-09-16,2016-09-16,-36,-57,2016-05-30,2016-05-30,55,34,2016-08-29,2016-08-29,2016-07-05,BANGLADESH - CHITTAGONG,K-Shirts,2016-06-23,26.9,12,21
BANGLADESH - CHITTAGONG,K-Shirts,2016,9,9,2016-09-09,09/09/2016,2016,9,9,2016-10-10,10/10/2016,44.76,BANGLADESH - CHITTAGONG,2016-09-09,9,2016-10-10,K-Shirts,-70,-101,2016-07-01,2016-07-01,7,76,2016-09-16,2016-12-25,-11,-42,2016-08-29,2016-08-29,107,76,2016-12-25,2016-12-25,2016-09-09,BANGLADESH - CHITTAGONG,K-Shirts,2016-07-05,41.04,66,31
BANGLADESH - CHITTAGONG,K-Shirts,2016,10,6,2016-10-06,10/06/2016,2016,10,6,2016-11-02,11/02/2016,9.56,BANGLADESH - CHITTAGONG,2016-10-06,10,2016-11-02,K-Shirts,-5,-32,2016-10-01,2016-10-01,3,53,2016-10-09,2016-12-25,-38,-65,2016-08-29,2016-08-29,80,53,2016-12-25,2016-12-25,2016-10-06,BANGLADESH - CHITTAGONG,K-Shirts,2016-09-09,44.76,27,27
BANGLADESH - CHITTAGONG,K-Shirts,2016,12,24,2016-12-24,12/24/2016,2017,12,24,2017-01-19,01/19/2017,14.32,BANGLADESH - CHITTAGONG,2016-12-24,12,2017-01-19,K-Shirts,-75,-101,2016-10-10,2016-10-10,1,9,2016-12-25,2017-01-28,-117,-17,2016-08-29,2017-01-02,1,85,2016-12-25,2017-04-14,2016-12-24,BANGLADESH - CHITTAGONG,K-Shirts,2016-10-06,9.56,79,26
BANGLADESH - CHITTAGONG,K-Shirts,2016,12,26,2016-12-26,12/26/2016,2017,12,26,2017-02-08,02/08/2017,65.64,BANGLADESH - CHITTAGONG,2016-12-26,12,2017-02-08,K-Shirts,0,-44,2016-12-26,2016-12-26,1,55,2016-12-27,2017-04-04,0,-37,2016-12-26,2017-01-02,1,65,2016-12-27,2017-04-14,2016-12-26,BANGLADESH - CHITTAGONG,K-Shirts,2016-12-24,14.32,2,44
